,gufi,departure_aerodrome_icao_name,arrival_aerodrome_icao_name,arrival_stand_actual_time,arrival_stand_scheduled_time,carrier
75,DAL995.BOS.DFW.230228.1945.0065.TFM,KBOS,KDFW,2023-03-02 00:25:00,2023-03-02 00:24:00,DAL
76,DAL2067.LGA.BOS.230301.2100.0191.TFM,KLGA,KBOS,2023-03-02 22:18:00,2023-03-02 22:21:00,DAL
77,DAL2814.BOS.LGA.230228.1100.0129.TFM,KBOS,KLGA,2023-03-01 13:00:00,2023-03-01 12:29:00,DAL
78,DAL864.SEA.ATL.230228.0630.0044.TFM,KSEA,KATL,2023-03-01 11:10:00,2023-03-01 11:05:00,DAL
79,DAL1274.ATL.BWI.230228.1625.0041.TFM,KATL,KBWI,2023-03-01 17:54:00,2023-03-01 18:17:00,DAL
80,DAL2902.IAD.ATL.230301.0005.0123.TFM,KIAD,KATL,2023-03-02 01:49:00,2023-03-02 01:52:00,DAL
81,DAL365.BOS.SFO.230228.1235.0098.TFM,KBOS,KSFO,2023-03-01 20:36:00,2023-03-01 19:48:00,DAL
82,DAL315.SFO.JFK.230228.0630.0031.TFM,KSFO,KJFK,2023-03-01 11:21:00,2023-03-01 11:48:00,DAL
83,DAL687.ATL.DCA.230228.2255.0060.TFM,KATL,KDCA,2023-03-02 00:35:00,2023-03-02 00:35:00,DAL
84,DAL2549.ATL.IAD.230301.0110.0121.TFM,KATL,KIAD,2023-03-02 03:10:00,2023-03-02 02:49:00,DAL
85,DAL2617.BOS.JFK.230228.1100.0093.TFM,KBOS,KJFK,2023-03-01 12:27:00,2023-03-01 12:29:00,DAL
86,DAL778.DFW.LGA.230228.1205.0109.TFM,KDFW,KLGA,2023-03-01 14:54:00,2023-03-01 15:28:00,DAL
87,DAL392.DCA.ATL.230228.1505.0128.TFM,KDCA,KATL,2023-03-01 16:52:00,2023-03-01 17:03:00,DAL
88,DAL964.LAX.ATL.230228.1600.0216.TFM,KLAX,KATL,2023-03-01 20:04:00,2023-03-01 20:11:00,DAL
89,DAL650.JFK.LAX.230228.2045.0134.TFM,KJFK,KLAX,2023-03-02 03:15:00,2023-03-02 03:22:00,DAL
90,DAL829.ATL.LAX.230228.2035.0178.TFM,KATL,KLAX,2023-03-02 01:58:00,2023-03-02 01:40:00,DAL
91,DAL363.BOS.ATL.230228.1720.0054.TFM,KBOS,KATL,2023-03-01 20:03:00,2023-03-01 20:19:00,DAL
92,DAL746.LGA.DFW.230228.1100.0165.TFM,KLGA,KDFW,2023-03-01 15:33:00,2023-03-01 15:15:00,DAL
93,DAL513.DCA.ATL.230228.1100.0134.TFM,KDCA,KATL,2023-03-01 12:45:00,2023-03-01 13:02:00,DAL
94,DAL2192.BWI.ATL.230228.1225.0057.TFM,KBWI,KATL,2023-03-01 14:30:00,2023-03-01 14:35:00,DAL
95,DAL455.ATL.DCA.230228.1955.0052.TFM,KATL,KDCA,2023-03-01 21:34:00,2023-03-01 21:36:00,DAL
96,DAL590.DCA.ATL.230228.1900.0205.TFM,KDCA,KATL,2023-03-01 20:57:00,2023-03-01 20:58:00,DAL
97,DAL753.ATL.LAX.230228.1900.0185.TFM,KATL,KLAX,2023-03-02 00:46:00,2023-03-02 00:04:00,DAL
98,DAL1013.JFK.BOS.230228.1830.0176.TFM,KJFK,KBOS,2023-03-01 19:33:00,2023-03-01 19:48:00,DAL
