gufi,departure_aerodrome_icao_name,arrival_aerodrome_icao_name,arrival_stand_actual_time,arrival_stand_scheduled_time,carrier,arrival_stand_actual_time_tz,arrival_stand_scheduled_time_tz,arr_index,dep_index,arrival_delay_time,arrival_date,arrival_time,arrival_date_tz,arrival_time_tz,total_delay_by_airport
DAL963.BOS.ATL.230213.0205.0133.TFM,KBOS,KATL,2023-02-14 04:54:00,2023-02-14 05:07:00,DAL,2023-02-13 23:54:00,2023-02-14 00:07:00,0.0,1.0,0.0,2023-02-14,04:54:00,2023-02-13,23:54:00,478.0
DAL995.BOS.DFW.230212.1945.0154.TFM,KBOS,KDFW,2023-02-14 00:02:00,2023-02-14 00:24:00,DAL,2023-02-13 19:02:00,2023-02-13 19:24:00,4.0,1.0,0.0,2023-02-14,00:02:00,2023-02-13,19:02:00,0.0
DAL410.DCA.ATL.230212.1300.0223.TFM,KDCA,KATL,2023-02-13 14:46:00,2023-02-13 15:02:00,DAL,2023-02-13 09:46:00,2023-02-13 10:02:00,0.0,3.0,0.0,2023-02-13,14:46:00,2023-02-13,09:46:00,478.0
DAL899.LAX.ATL.230212.1900.0177.TFM,KLAX,KATL,2023-02-13 22:52:00,2023-02-13 23:14:00,DAL,2023-02-13 17:52:00,2023-02-13 18:14:00,0.0,8.0,0.0,2023-02-13,22:52:00,2023-02-13,17:52:00,478.0
DAL754.SEA.ATL.230212.2010.0100.TFM,KSEA,KATL,2023-02-14 00:50:00,2023-02-14 00:54:00,DAL,2023-02-13 19:50:00,2023-02-13 19:54:00,0.0,10.0,0.0,2023-02-14,00:50:00,2023-02-13,19:50:00,478.0
DAL664.SFO.JFK.230212.2010.0111.TFM,KSFO,KJFK,2023-02-14 01:19:00,2023-02-14 01:37:00,DAL,2023-02-13 20:19:00,2023-02-13 20:37:00,7.0,11.0,0.0,2023-02-14,01:19:00,2023-02-13,20:19:00,125.0
DAL319.SFO.JFK.230212.1400.0257.TFM,KSFO,KJFK,2023-02-13 19:30:00,2023-02-13 19:30:00,DAL,2023-02-13 14:30:00,2023-02-13 14:30:00,7.0,11.0,0.0,2023-02-13,19:30:00,2023-02-13,14:30:00,125.0
DAL759.DCA.ATL.230212.2000.0197.TFM,KDCA,KATL,2023-02-13 21:49:00,2023-02-13 22:01:00,DAL,2023-02-13 16:49:00,2023-02-13 17:01:00,0.0,3.0,0.0,2023-02-13,21:49:00,2023-02-13,16:49:00,478.0
DAL317.JFK.SEA.230212.1200.0076.TFM,KJFK,KSEA,2023-02-13 17:55:00,2023-02-13 18:28:00,DAL,2023-02-13 12:55:00,2023-02-13 13:28:00,10.0,7.0,0.0,2023-02-13,17:55:00,2023-02-13,12:55:00,0.0
DAL414.DFW.ATL.230212.1805.0100.TFM,KDFW,KATL,2023-02-13 19:35:00,2023-02-13 20:06:00,DAL,2023-02-13 14:35:00,2023-02-13 15:06:00,0.0,4.0,0.0,2023-02-13,19:35:00,2023-02-13,14:35:00,478.0
DAL414.ATL.DFW.230212.1425.0112.TFM,KATL,KDFW,2023-02-13 16:47:00,2023-02-13 16:52:00,DAL,2023-02-13 11:47:00,2023-02-13 11:52:00,4.0,0.0,0.0,2023-02-13,16:47:00,2023-02-13,11:47:00,0.0
DAL580.ATL.BOS.230213.0110.0111.TFM,KATL,KBOS,2023-02-14 03:44:00,2023-02-14 03:44:00,DAL,2023-02-13 22:44:00,2023-02-13 22:44:00,1.0,0.0,0.0,2023-02-14,03:44:00,2023-02-13,22:44:00,41.0
DAL721.SFO.ATL.230212.2140.0071.TFM,KSFO,KATL,2023-02-14 01:57:00,2023-02-14 02:12:00,DAL,2023-02-13 20:57:00,2023-02-13 21:12:00,0.0,11.0,0.0,2023-02-14,01:57:00,2023-02-13,20:57:00,478.0
DAL923.ATL.SFO.230212.2120.0058.TFM,KATL,KSFO,2023-02-14 02:41:00,2023-02-14 02:46:00,DAL,2023-02-13 21:41:00,2023-02-13 21:46:00,11.0,0.0,0.0,2023-02-14,02:41:00,2023-02-13,21:41:00,85.0
DAL2703.SEA.SFO.230212.2145.0121.TFM,KSEA,KSFO,2023-02-13 23:40:00,2023-02-13 23:52:00,DAL,2023-02-13 18:40:00,2023-02-13 18:52:00,11.0,10.0,0.0,2023-02-13,23:40:00,2023-02-13,18:40:00,85.0
DAL490.LGA.ATL.230212.2345.0117.TFM,KLGA,KATL,2023-02-14 02:24:00,2023-02-14 02:34:00,DAL,2023-02-13 21:24:00,2023-02-13 21:34:00,0.0,9.0,0.0,2023-02-14,02:24:00,2023-02-13,21:24:00,478.0
DAL1077.DFW.BOS.230212.1820.0032.TFM,KDFW,KBOS,2023-02-13 21:38:00,2023-02-13 21:58:00,DAL,2023-02-13 16:38:00,2023-02-13 16:58:00,1.0,4.0,0.0,2023-02-13,21:38:00,2023-02-13,16:38:00,41.0
DAL2310.SFO.SEA.230212.1425.0115.TFM,KSFO,KSEA,2023-02-13 16:20:00,2023-02-13 16:47:00,DAL,2023-02-13 11:20:00,2023-02-13 11:47:00,10.0,11.0,0.0,2023-02-13,16:20:00,2023-02-13,11:20:00,0.0
DAL392.DCA.ATL.230212.1505.0084.TFM,KDCA,KATL,2023-02-13 16:40:00,2023-02-13 17:03:00,DAL,2023-02-13 11:40:00,2023-02-13 12:03:00,0.0,3.0,0.0,2023-02-13,16:40:00,2023-02-13,11:40:00,478.0
DAL2644.EWR.ATL.230212.1706.0037.TFM,KEWR,KATL,2023-02-13 19:02:00,2023-02-13 19:23:00,DAL,2023-02-13 14:02:00,2023-02-13 14:23:00,0.0,5.0,0.0,2023-02-13,19:02:00,2023-02-13,14:02:00,478.0
DAL2198.ATL.EWR.230212.1225.0059.TFM,KATL,KEWR,2023-02-13 14:29:00,2023-02-13 14:31:00,DAL,2023-02-13 09:29:00,2023-02-13 09:31:00,5.0,0.0,0.0,2023-02-13,14:29:00,2023-02-13,09:29:00,0.0
DAL865.BOS.LGA.230212.2200.0294.TFM,KBOS,KLGA,2023-02-13 23:14:00,2023-02-13 23:34:00,DAL,2023-02-13 18:14:00,2023-02-13 18:34:00,9.0,1.0,0.0,2023-02-13,23:14:00,2023-02-13,18:14:00,0.0
DAL2888.SEA.SFO.230212.1520.0047.TFM,KSEA,KSFO,2023-02-13 17:32:00,2023-02-13 17:36:00,DAL,2023-02-13 12:32:00,2023-02-13 12:36:00,11.0,10.0,0.0,2023-02-13,17:32:00,2023-02-13,12:32:00,85.0
